ID,dep,sexe,date,Hospitalisation,Reanimation,HospConv,Radio,Deces,code_region,incid_reanimation
537,74,0,032021,258,32,136.0,4097,897,84,14
538,74,1,032021,120,20,70.0,2159,541,84,14
539,74,2,032021,136,11,65.0,1918,353,84,14
540,1,0,032021,141,14,93.0,2337,558,84,62
541,1,1,032021,72,10,48.0,1132,329,84,62
542,1,2,032021,68,4,44.0,1186,226,84,62
543,3,0,032021,63,11,49.0,1748,509,84,62
544,3,1,032021,42,9,31.0,805,292,84,62
545,3,2,032021,21,2,18.0,925,208,84,62
546,7,0,032021,99,10,76.0,1713,451,84,62
547,7,1,032021,47,9,34.0,767,270,84,62
548,7,2,032021,51,1,41.0,912,178,84,62
549,15,0,032021,29,3,22.0,469,105,84,62
550,15,1,032021,16,1,13.0,225,58,84,62
551,15,2,032021,13,2,9.0,244,44,84,62
552,26,0,032021,217,33,145.0,2357,671,84,62
553,26,1,032021,125,24,79.0,1164,377,84,62
554,26,2,032021,89,8,65.0,1155,279,84,62
555,38,0,032021,641,78,334.0,5937,1499,84,62
556,38,1,032021,331,50,161.0,2880,867,84,62
557,38,2,032021,308,28,172.0,3023,623,84,62
558,42,0,032021,432,57,299.0,4428,1113,84,62
559,42,1,032021,225,39,155.0,2222,648,84,62
560,42,2,032021,206,18,143.0,2174,456,84,62
561,43,0,032021,72,3,44.0,1082,223,84,62
562,43,1,032021,28,3,16.0,523,129,84,62
563,43,2,032021,42,0,26.0,541,92,84,62
564,63,0,032021,225,31,130.0,2066,605,84,62
565,63,1,032021,113,25,63.0,961,336,84,62
566,63,2,032021,108,6,67.0,1088,266,84,62
567,69,0,032021,1004,203,613.0,12091,2615,84,62
568,69,1,032021,503,130,293.0,5932,1519,84,62
569,69,2,032021,495,71,317.0,6018,1076,84,62
570,73,0,032021,125,20,88.0,2330,617,84,62
571,73,1,032021,73,17,48.0,1156,355,84,62
572,73,2,032021,51,3,39.0,1163,260,84,62
573,74,0,032021,261,33,135.0,4115,902,84,62
574,74,1,032021,121,22,67.0,2169,544,84,62
575,74,2,032021,138,10,67.0,1926,355,84,62
576,1,0,032021,151,21,96.0,2351,558,84,69
577,1,1,032021,76,14,47.0,1140,329,84,69
578,1,2,032021,73,7,47.0,1191,226,84,69
579,3,0,032021,55,10,42.0,1760,510,84,69
580,3,1,032021,36,7,27.0,812,292,84,69
581,3,2,032021,19,3,15.0,930,209,84,69
582,7,0,032021,95,10,72.0,1724,456,84,69
583,7,1,032021,44,8,32.0,771,272,84,69
584,7,2,032021,50,2,39.0,919,181,84,69
585,15,0,032021,24,2,20.0,474,105,84,69
586,15,1,032021,14,0,13.0,227,58,84,69
587,15,2,032021,10,2,7.0,247,44,84,69
588,26,0,032021,216,32,145.0,2363,672,84,69
589,26,1,032021,123,24,77.0,1166,378,84,69
590,26,2,032021,90,7,67.0,1159,279,84,69
591,38,0,032021,679,88,358.0,5992,1505,84,69
592,38,1,032021,346,54,170.0,2909,870,84,69
593,38,2,032021,331,34,187.0,3049,626,84,69
594,42,0,032021,461,64,318.0,4446,1118,84,69
595,42,1,032021,245,45,169.0,2230,651,84,69
596,42,2,032021,215,19,148.0,2184,458,84,69
597,43,0,032021,73,4,45.0,1087,223,84,69
598,43,1,032021,28,4,15.0,525,129,84,69
599,43,2,032021,43,0,28.0,544,92,84,69
600,63,0,032021,210,31,114.0,2084,608,84,69
601,63,1,032021,106,25,56.0,971,337,84,69
602,63,2,032021,100,6,58.0,1096,268,84,69
603,69,0,032021,965,198,578.0,12181,2632,84,69
604,69,1,032021,479,121,274.0,5976,1531,84,69
605,69,2,032021,479,75,300.0,6064,1081,84,69
606,73,0,032021,136,20,99.0,2333,618,84,69
607,73,1,032021,79,15,56.0,1158,355,84,69
608,73,2,032021,56,5,42.0,1164,261,84,69
609,74,0,032021,272,30,148.0,4127,908,84,69
610,74,1,032021,118,17,69.0,2177,550,84,69
611,74,2,032021,152,12,78.0,1930,355,84,69
612,1,0,032021,152,20,97.0,2357,560,84,37
613,1,1,032021,77,13,49.0,1142,331,84,37
614,1,2,032021,74,7,47.0,1194,226,84,37
615,3,0,032021,57,10,44.0,1760,510,84,37
616,3,1,032021,34,7,25.0,814,292,84,37
617,3,2,032021,23,3,19.0,928,209,84,37
618,7,0,032021,97,10,74.0,1726,456,84,37
619,7,1,032021,46,9,33.0,771,272,84,37
620,7,2,032021,50,1,40.0,921,181,84,37
621,15,0,032021,24,2,20.0,476,106,84,37
622,15,1,032021,14,1,12.0,228,58,84,37
623,15,2,032021,10,1,8.0,248,45,84,37
624,26,0,032021,226,34,152.0,2366,674,84,37
625,26,1,032021,125,25,77.0,1168,378,84,37
626,26,2,032021,98,8,74.0,1160,281,84,37
627,38,0,032021,685,78,364.0,6018,1515,84,37
628,38,1,032021,354,47,179.0,2919,877,84,37
629,38,2,032021,329,31,184.0,3065,629,84,37
630,42,0,032021,460,64,321.0,4461,1122,84,37
631,42,1,032021,242,45,166.0,2236,654,84,37
632,42,2,032021,216,19,153.0,2193,459,84,37
633,43,0,032021,69,4,42.0,1093,223,84,37
634,43,1,032021,27,4,15.0,528,129,84,37
635,43,2,032021,40,0,25.0,547,92,84,37
636,63,0,032021,224,32,122.0,2088,610,84,37
637,63,1,032021,113,26,57.0,974,337,84,37
638,63,2,032021,107,6,65.0,1097,270,84,37
639,69,0,032021,953,187,585.0,12242,2642,84,37
640,69,1,032021,478,116,282.0,6002,1535,84,37
641,69,2,032021,468,69,299.0,6099,1086,84,37
642,73,0,032021,136,25,93.0,2346,618,84,37
643,73,1,032021,79,20,50.0,1165,355,84,37
644,73,2,032021,56,5,42.0,1170,261,84,37
645,74,0,032021,265,29,149.0,4151,911,84,37
646,74,1,032021,116,18,67.0,2186,553,84,37
647,74,2,032021,148,11,81.0,1944,355,84,37
8460,2,0,032021,287,39,178.0,3013,824,32,23
8461,2,1,032021,150,23,91.0,1408,465,32,23
8462,2,2,032021,134,16,85.0,1590,355,32,23
8463,59,0,032021,1221,239,699.0,11775,2806,32,23
8464,59,1,032021,625,167,346.0,5827,1516,32,23
8465,59,2,032021,583,69,348.0,5835,1277,32,23
8466,60,0,032021,439,53,230.0,3222,981,32,23
8467,60,1,032021,222,38,118.0,1588,554,32,23
8468,60,2,032021,216,15,112.0,1613,420,32,23
8469,62,0,032021,710,120,461.0,5517,1358,32,23
8470,62,1,032021,352,80,216.0,2658,728,32,23
8471,62,2,032021,351,40,239.0,2826,623,32,23
8472,80,0,032021,304,54,160.0,2142,693,32,23
8473,80,1,032021,145,33,76.0,1041,406,32,23
8474,80,2,032021,157,21,82.0,1058,279,32,23
8475,2,0,032021,296,41,180.0,3019,831,32,51
8476,2,1,032021,151,24,88.0,1411,470,32,51
8477,2,2,032021,142,17,90.0,1593,357,32,51
8478,59,0,032021,1259,244,738.0,11816,2832,32,51
8479,59,1,032021,642,165,370.0,5854,1533,32,51
8480,59,2,032021,604,76,363.0,5848,1285,32,51
8481,60,0,032021,438,57,224.0,3240,991,32,51
8482,60,1,032021,225,42,114.0,1599,559,32,51
8483,60,2,032021,212,15,110.0,1620,425,32,51
8484,62,0,032021,727,117,473.0,5529,1373,32,51
8485,62,1,032021,359,82,221.0,2664,735,32,51
8486,62,2,032021,359,35,244.0,2832,631,32,51
8487,80,0,032021,315,54,165.0,2160,700,32,51
8488,80,1,032021,145,33,73.0,1051,409,32,51
8489,80,2,032021,166,20,89.0,1066,283,32,51
8490,2,0,032021,274,39,161.0,3052,839,32,68
8491,2,1,032021,132,21,74.0,1433,475,32,68
8492,2,2,032021,139,18,85.0,1604,360,32,68
8493,59,0,032021,1277,251,752.0,11872,2842,32,68
8494,59,1,032021,660,169,384.0,5875,1538,32,68
8495,59,2,032021,604,79,363.0,5883,1290,32,68
8496,60,0,032021,441,56,228.0,3255,995,32,68
8497,60,1,032021,225,41,115.0,1607,561,32,68
8498,60,2,032021,214,15,112.0,1627,427,32,68
8499,62,0,032021,740,120,480.0,5563,1385,32,68
8500,62,1,032021,367,83,224.0,2676,743,32,68
8501,62,2,032021,364,37,247.0,2853,635,32,68
8502,80,0,032021,329,60,172.0,2169,702,32,68
8503,80,1,032021,156,38,76.0,1054,409,32,68
8504,80,2,032021,167,21,91.0,1072,285,32,68
8505,2,0,032021,280,39,167.0,3058,840,32,41
8506,2,1,032021,137,21,79.0,1435,475,32,41
8507,2,2,032021,140,18,86.0,1608,361,32,41
8508,59,0,032021,1317,248,796.0,11950,2853,32,41
8509,59,1,032021,677,161,407.0,5925,1545,32,41
8510,59,2,032021,626,83,383.0,5910,1294,32,41
8511,60,0,032021,421,52,215.0,3298,1001,32,41
8512,60,1,032021,212,38,106.0,1634,563,32,41
8513,60,2,032021,206,14,107.0,1643,431,32,41
8514,62,0,032021,726,114,465.0,5636,1398,32,41
8515,62,1,032021,353,78,212.0,2714,750,32,41
8516,62,2,032021,362,36,242.0,2888,641,32,41
8517,80,0,032021,323,59,167.0,2184,703,32,41
8518,80,1,032021,154,38,74.0,1060,409,32,41
8519,80,2,032021,162,20,87.0,1081,286,32,41
8520,2,0,032021,275,36,158.0,3087,844,32,54
8521,2,1,032021,134,16,75.0,1452,479,32,54
8522,2,2,032021,139,20,82.0,1619,361,32,54
8523,59,0,032021,1289,243,779.0,12044,2866,32,54
8524,59,1,032021,668,157,403.0,5975,1552,32,54
8525,59,2,032021,606,82,369.0,5954,1300,32,54
8526,60,0,032021,432,55,223.0,3311,1002,32,54
8527,60,1,032021,217,40,107.0,1641,564,32,54
8528,60,2,032021,211,15,113.0,1650,431,32,54
8529,62,0,032021,773,115,514.0,5686,1415,32,54
8530,62,1,032021,364,78,226.0,2746,760,32,54
8531,62,2,032021,398,37,277.0,2906,648,32,54
8532,80,0,032021,332,61,173.0,2195,704,32,54
8533,80,1,032021,166,42,80.0,1062,409,32,54
8534,80,2,032021,159,19,87.0,1089,287,32,54
8535,2,0,032021,267,40,142.0,3104,850,32,51
8536,2,1,032021,130,17,67.0,1461,481,32,51
8537,2,2,032021,135,23,74.0,1627,365,32,51
8538,59,0,032021,1263,242,756.0,12132,2882,32,51
8539,59,1,032021,645,154,383.0,6020,1566,32,51
8540,59,2,032021,606,85,368.0,5993,1302,32,51
8541,60,0,032021,440,55,234.0,3326,1003,32,51
8542,60,1,032021,224,38,117.0,1648,564,32,51
8543,60,2,032021,213,17,115.0,1658,431,32,51
8544,62,0,032021,802,122,528.0,5709,1423,32,51
8545,62,1,032021,386,80,244.0,2755,764,32,51
8546,62,2,032021,403,41,273.0,2920,652,32,51
8547,80,0,032021,322,59,165.0,2208,707,32,51
8548,80,1,032021,164,41,80.0,1066,412,32,51
8549,80,2,032021,153,18,81.0,1096,287,32,51
8550,2,0,032021,265,37,147.0,3125,857,32,39
8551,2,1,032021,129,15,70.0,1474,484,32,39
8552,2,2,032021,135,22,77.0,1635,369,32,39
8553,59,0,032021,1263,250,750.0,12185,2893,32,39
8554,59,1,032021,641,156,378.0,6047,1575,32,39
8555,59,2,032021,610,92,366.0,6019,1304,32,39
8556,60,0,032021,438,55,231.0,3332,1004,32,39
8557,60,1,032021,223,38,115.0,1651,565,32,39
8558,60,2,032021,212,17,114.0,1661,431,32,39
8559,62,0,032021,820,128,533.0,5763,1429,32,39
8560,62,1,032021,396,86,245.0,2782,768,32,39
8561,62,2,032021,412,41,278.0,2946,654,32,39
8562,80,0,032021,320,59,163.0,2211,708,32,39
8563,80,1,032021,164,42,79.0,1067,412,32,39
8564,80,2,032021,151,17,80.0,1098,288,32,39
8565,2,0,032021,267,39,148.0,3126,858,32,24
8566,2,1,032021,130,15,72.0,1474,485,32,24
8567,2,2,032021,136,24,76.0,1636,369,32,24
8568,59,0,032021,1291,252,776.0,12216,2901,32,24
8569,59,1,032021,652,155,390.0,6062,1579,32,24
8570,59,2,032021,627,95,380.0,6035,1308,32,24
8571,60,0,032021,439,54,233.0,3339,1006,32,24
8572,60,1,032021,225,38,117.0,1654,565,32,24
8573,60,2,032021,211,16,114.0,1665,432,32,24
8574,62,0,032021,839,133,547.0,5773,1434,32,24
8575,62,1,032021,402,88,249.0,2788,770,32,24
8576,62,2,032021,425,44,288.0,2950,657,32,24
8577,80,0,032021,320,59,162.0,2213,708,32,24
8578,80,1,032021,164,42,79.0,1067,412,32,24
8579,80,2,032021,151,17,79.0,1100,288,32,24
8580,2,0,032021,272,43,149.0,3131,861,32,70
8581,2,1,032021,131,16,72.0,1477,486,32,70
8582,2,2,032021,139,27,76.0,1638,371,32,70
8583,59,0,032021,1345,271,810.0,12256,2924,32,70
8584,59,1,032021,669,158,404.0,6085,1593,32,70
8585,59,2,032021,664,110,401.0,6052,1317,32,70
8586,60,0,032021,469,59,255.0,3348,1012,32,70
8587,60,1,032021,239,42,127.0,1657,568,32,70
8588,60,2,032021,227,17,126.0,1671,435,32,70
8589,62,0,032021,846,140,546.0,5801,1448,32,70
8590,62,1,032021,408,93,250.0,2797,778,32,70
8591,62,2,032021,427,46,286.0,2969,663,32,70
8592,80,0,032021,321,58,164.0,2217,710,32,70
8593,80,1,032021,163,41,79.0,1071,413,32,70
8594,80,2,032021,153,17,81.0,1100,289,32,70
8595,2,0,032021,282,46,158.0,3151,865,32,68
8596,2,1,032021,129,17,72.0,1490,487,32,68
8597,2,2,032021,151,29,85.0,1645,374,32,68
8598,59,0,032021,1366,281,826.0,12326,2935,32,68
8599,59,1,032021,673,164,406.0,6118,1600,32,68
8600,59,2,032021,682,114,416.0,6089,1320,32,68
8601,60,0,032021,453,64,234.0,3401,1018,32,68
8602,60,1,032021,240,48,119.0,1679,572,32,68
8603,60,2,032021,210,16,113.0,1702,437,32,68
8604,62,0,032021,849,144,537.0,5874,1459,32,68
8605,62,1,032021,405,98,240.0,2829,783,32,68
8606,62,2,032021,433,45,287.0,3010,669,32,68
8607,80,0,032021,321,63,159.0,2239,717,32,68
8608,80,1,032021,164,47,74.0,1080,416,32,68
8609,80,2,032021,154,16,83.0,1111,293,32,68
8610,2,0,032021,293,47,167.0,3167,865,32,39
8611,2,1,032021,138,19,78.0,1499,487,32,39
8612,2,2,032021,153,28,88.0,1652,374,32,39
8613,59,0,032021,1344,274,807.0,12414,2949,32,39
8614,59,1,032021,656,163,388.0,6171,1606,32,39
8615,59,2,032021,679,108,417.0,6123,1328,32,39
8616,60,0,032021,463,64,246.0,3423,1022,32,39
8617,60,1,032021,244,49,125.0,1696,573,32,39
8618,60,2,032021,217,15,120.0,1706,440,32,39
8619,62,0,032021,843,144,530.0,5917,1471,32,39
8620,62,1,032021,404,98,239.0,2847,790,32,39
8621,62,2,032021,428,45,282.0,3033,674,32,39
8622,80,0,032021,338,64,172.0,2260,721,32,39
8623,80,1,032021,172,47,79.0,1090,419,32,39
8624,80,2,032021,163,17,91.0,1122,294,32,39
8625,2,0,032021,302,48,173.0,3173,868,32,57
8626,2,1,032021,145,19,83.0,1501,489,32,57
8627,2,2,032021,155,29,89.0,1656,375,32,57
8628,59,0,032021,1343,279,809.0,12484,2961,32,57
8629,59,1,032021,654,168,385.0,6212,1611,32,57
8630,59,2,032021,680,108,422.0,6152,1335,32,57
8631,60,0,032021,473,68,247.0,3455,1023,32,57
8632,60,1,032021,244,52,118.0,1717,574,32,57
8633,60,2,032021,227,16,128.0,1717,440,32,57
8634,62,0,032021,834,146,516.0,5970,1485,32,57
8635,62,1,032021,400,99,233.0,2869,795,32,57
8636,62,2,032021,423,46,274.0,3064,683,32,57
8637,80,0,032021,356,64,189.0,2275,723,32,57
8638,80,1,032021,182,47,89.0,1097,421,32,57
8639,80,2,032021,169,17,96.0,1130,294,32,57
8640,2,0,032021,293,52,159.0,3193,873,32,72
8641,2,1,032021,146,23,80.0,1508,490,32,72
8642,2,2,032021,145,29,78.0,1669,379,32,72
8643,59,0,032021,1362,283,823.0,12553,2979,32,72
8644,59,1,032021,667,173,395.0,6240,1621,32,72
8645,59,2,032021,684,107,424.0,6193,1343,32,72
8646,60,0,032021,495,63,266.0,3465,1026,32,72
8647,60,1,032021,254,48,132.0,1721,576,32,72
8648,60,2,032021,238,15,132.0,1723,441,32,72
8649,62,0,032021,815,143,500.0,6041,1503,32,72
8650,62,1,032021,388,95,225.0,2909,807,32,72
8651,62,2,032021,417,47,269.0,3094,689,32,72
8652,80,0,032021,360,68,182.0,2290,728,32,72
8653,80,1,032021,184,50,86.0,1104,422,32,72
8654,80,2,032021,171,18,92.0,1138,298,32,72
8655,2,0,032021,299,52,162.0,3195,873,32,28
8656,2,1,032021,149,23,81.0,1508,490,32,28
8657,2,2,032021,148,29,80.0,1671,379,32,28
8658,59,0,032021,1352,286,814.0,12624,2988,32,28
8659,59,1,032021,666,175,393.0,6268,1625,32,28
8660,59,2,032021,675,108,417.0,6236,1348,32,28
8661,60,0,032021,496,66,263.0,3479,1027,32,28
8662,60,1,032021,254,49,131.0,1729,576,32,28
8663,60,2,032021,239,17,130.0,1729,442,32,28
8664,62,0,032021,822,138,516.0,6085,1513,32,28
8665,62,1,032021,391,92,233.0,2933,811,32,28
8666,62,2,032021,420,45,275.0,3114,695,32,28
8667,80,0,032021,360,69,181.0,2292,728,32,28
8668,80,1,032021,187,51,88.0,1104,422,32,28
8669,80,2,032021,168,18,89.0,1140,298,32,28
8670,2,0,032021,298,50,163.0,3198,875,32,23
8671,2,1,032021,150,23,82.0,1509,491,32,23
8672,2,2,032021,146,27,80.0,1673,380,32,23
8673,59,0,032021,1376,293,831.0,12638,2995,32,23
8674,59,1,032021,681,178,405.0,6270,1632,32,23
8675,59,2,032021,684,112,422.0,6248,1348,32,23
8676,60,0,032021,504,70,266.0,3484,1028,32,23
8677,60,1,032021,258,52,132.0,1731,576,32,23
8678,60,2,032021,243,18,132.0,1732,443,32,23
8679,62,0,032021,840,139,532.0,6092,1514,32,23
8680,62,1,032021,401,91,244.0,2936,811,32,23
8681,62,2,032021,428,47,280.0,3118,696,32,23
8682,80,0,032021,360,69,181.0,2292,728,32,23
8683,80,1,032021,187,51,88.0,1104,422,32,23
8684,80,2,032021,168,18,89.0,1140,298,32,23
8685,2,0,032021,301,52,164.0,3215,881,32,50
8686,2,1,032021,157,24,88.0,1519,492,32,50
8687,2,2,032021,142,28,75.0,1680,385,32,50
8688,59,0,032021,1421,301,862.0,12693,3009,32,50
8689,59,1,032021,694,182,412.0,6296,1641,32,50
8690,59,2,032021,716,116,446.0,6277,1353,32,50
8691,60,0,032021,509,72,272.0,3492,1035,32,50
8692,60,1,032021,262,54,136.0,1735,580,32,50
8693,60,2,032021,246,18,135.0,1734,446,32,50
8694,62,0,032021,860,138,545.0,6120,1531,32,50
8695,62,1,032021,404,92,244.0,2948,819,32,50
8696,62,2,032021,445,45,293.0,3134,705,32,50
8697,80,0,032021,370,70,189.0,2300,733,32,50
8698,80,1,032021,196,53,95.0,1106,423,32,50
8699,80,2,032021,169,17,90.0,1146,302,32,50
8700,2,0,032021,302,56,160.0,3236,889,32,79
8701,2,1,032021,157,28,84.0,1533,495,32,79
8702,2,2,032021,143,28,75.0,1687,390,32,79
8703,59,0,032021,1419,317,853.0,12792,3025,32,79
8704,59,1,032021,702,193,412.0,6337,1649,32,79
8705,59,2,032021,705,121,436.0,6335,1361,32,79
8706,60,0,032021,512,73,278.0,3536,1041,32,79
8707,60,1,032021,274,57,143.0,1756,582,32,79
8708,60,2,032021,236,16,133.0,1757,450,32,79
8709,62,0,032021,874,137,548.0,6154,1541,32,79
8710,62,1,032021,401,87,244.0,2965,825,32,79
8711,62,2,032021,454,48,290.0,3148,709,32,79
8712,80,0,032021,379,71,193.0,2332,745,32,79
8713,80,1,032021,198,52,94.0,1119,430,32,79
8714,80,2,032021,178,19,96.0,1163,307,32,79
8715,2,0,032021,310,55,170.0,3253,891,32,50
8716,2,1,032021,163,30,91.0,1543,495,32,50
8717,2,2,032021,145,25,78.0,1694,392,32,50
8718,59,0,032021,1406,309,845.0,12891,3042,32,50
8719,59,1,032021,702,194,415.0,6388,1653,32,50
8720,59,2,032021,693,113,425.0,6383,1373,32,50
8721,60,0,032021,504,70,272.0,3562,1047,32,50
8722,60,1,032021,277,53,148.0,1764,585,32,50
8723,60,2,032021,225,17,122.0,1775,453,32,50
8724,62,0,032021,879,135,553.0,6199,1551,32,50
8725,62,1,032021,404,84,249.0,2984,829,32,50
8726,62,2,032021,445,46,282.0,3172,715,32,50
8727,80,0,032021,361,69,188.0,2361,749,32,50
8728,80,1,032021,182,48,87.0,1138,432,32,50
8729,80,2,032021,176,21,98.0,1173,309,32,50
11985,4,0,032021,148,6,50.0,828,204,93,18
11986,4,1,032021,68,3,25.0,385,126,93,18
11987,4,2,032021,80,3,25.0,416,72,93,18
11988,5,0,032021,137,8,40.0,880,220,93,18
11989,5,1,032021,69,6,21.0,434,136,93,18
11990,5,2,032021,67,2,18.0,440,83,93,18
11991,6,0,032021,697,120,348.0,4687,1184,93,18
11992,6,1,032021,350,80,179.0,2309,684,93,18
11993,6,2,032021,340,39,165.0,2308,485,93,18
11994,13,0,032021,1394,283,577.0,15598,2835,93,18
11995,13,1,032021,728,194,307.0,7943,1669,93,18
11996,13,2,032021,652,84,266.0,7549,1147,93,18
11997,83,0,032021,464,65,255.0,4286,1036,93,18
11998,83,1,032021,242,48,140.0,2140,597,93,18
11999,83,2,032021,216,14,113.0,2090,426,93,18
12000,84,0,032021,243,12,155.0,2822,701,93,18
12001,84,1,032021,115,5,76.0,1390,404,93,18
12002,84,2,032021,127,7,79.0,1393,284,93,18
12003,4,0,032021,151,7,52.0,828,206,93,57
12004,4,1,032021,70,3,27.0,385,127,93,57
12005,4,2,032021,81,4,25.0,416,73,93,57
12006,5,0,032021,135,8,41.0,884,221,93,57
12007,5,1,032021,69,6,22.0,435,137,93,57
12008,5,2,032021,65,2,18.0,443,83,93,57
12009,6,0,032021,721,129,369.0,4706,1197,93,57
12010,6,1,032021,359,83,189.0,2317,690,93,57
12011,6,2,032021,353,45,174.0,2319,492,93,57
12012,13,0,032021,1419,288,598.0,15642,2845,93,57
12013,13,1,032021,749,200,320.0,7964,1675,93,57
12014,13,2,032021,656,84,273.0,7571,1151,93,57
12015,83,0,032021,468,69,258.0,4314,1053,93,57
12016,83,1,032021,234,49,133.0,2155,611,93,57
12017,83,2,032021,228,18,122.0,2103,429,93,57
12018,84,0,032021,242,12,155.0,2835,704,93,57
12019,84,1,032021,116,6,76.0,1397,405,93,57
12020,84,2,032021,125,6,79.0,1399,286,93,57
12021,4,0,032021,153,8,54.0,832,206,93,41
12022,4,1,032021,73,4,30.0,388,127,93,41
12023,4,2,032021,80,4,24.0,417,73,93,41
12024,5,0,032021,146,8,42.0,891,221,93,41
12025,5,1,032021,74,6,19.0,439,137,93,41
12026,5,2,032021,71,2,22.0,446,83,93,41
12027,6,0,032021,732,126,380.0,4747,1212,93,41
12028,6,1,032021,374,80,205.0,2334,697,93,41
12029,6,2,032021,350,45,170.0,2342,499,93,41
12030,13,0,032021,1388,286,585.0,15754,2858,93,41
12031,13,1,032021,737,199,312.0,8013,1685,93,41
12032,13,2,032021,638,82,270.0,7633,1154,93,41
12033,83,0,032021,478,70,268.0,4353,1057,93,41
12034,83,1,032021,242,49,137.0,2177,613,93,41
12035,83,2,032021,229,19,127.0,2120,431,93,41
12036,84,0,032021,237,13,147.0,2852,708,93,41
12037,84,1,032021,116,8,72.0,1404,407,93,41
12038,84,2,032021,120,5,75.0,1409,288,93,41
12039,4,0,032021,153,8,54.0,837,206,93,44
12040,4,1,032021,73,4,30.0,391,127,93,44
12041,4,2,032021,80,4,24.0,419,73,93,44
12042,5,0,032021,129,8,40.0,910,222,93,44
12043,5,1,032021,66,5,19.0,446,137,93,44
12044,5,2,032021,62,3,20.0,458,84,93,44
12045,6,0,032021,731,131,365.0,4782,1220,93,44
12046,6,1,032021,367,83,190.0,2355,701,93,44
12047,6,2,032021,356,47,170.0,2356,503,93,44
12048,13,0,032021,1371,283,578.0,15837,2867,93,44
12049,13,1,032021,737,197,318.0,8053,1693,93,44
12050,13,2,032021,622,81,258.0,7674,1156,93,44
12051,83,0,032021,466,67,256.0,4392,1068,93,44
12052,83,1,032021,237,46,134.0,2192,622,93,44
12053,83,2,032021,223,19,119.0,2144,433,93,44
12054,84,0,032021,242,16,148.0,2877,708,93,44
12055,84,1,032021,121,9,74.0,1415,407,93,44
12056,84,2,032021,120,7,74.0,1423,288,93,44
12057,4,0,032021,149,8,51.0,848,206,93,34
12058,4,1,032021,72,4,27.0,396,127,93,34
12059,4,2,032021,77,4,24.0,425,73,93,34
12060,5,0,032021,137,7,49.0,908,222,93,34
12061,5,1,032021,70,4,23.0,444,137,93,34
12062,5,2,032021,66,3,25.0,458,84,93,34
12063,6,0,032021,712,129,347.0,4824,1229,93,34
12064,6,1,032021,363,81,185.0,2378,705,93,34
12065,6,2,032021,340,47,156.0,2375,508,93,34
12066,13,0,032021,1381,279,596.0,15901,2875,93,34
12067,13,1,032021,749,198,331.0,8085,1698,93,34
12068,13,2,032021,620,76,263.0,7706,1159,93,34
12069,83,0,032021,482,67,268.0,4405,1077,93,34
12070,83,1,032021,250,47,146.0,2196,626,93,34
12071,83,2,032021,227,19,119.0,2152,438,93,34
12072,84,0,032021,236,15,142.0,2891,710,93,34
12073,84,1,032021,119,9,72.0,1424,408,93,34
12074,84,2,032021,116,6,70.0,1428,289,93,34
12075,4,0,032021,155,7,58.0,849,206,93,30
12076,4,1,032021,74,3,30.0,397,127,93,30
12077,4,2,032021,80,4,27.0,425,73,93,30
12078,5,0,032021,139,7,51.0,910,223,93,30
12079,5,1,032021,73,4,26.0,444,138,93,30
12080,5,2,032021,65,3,24.0,460,84,93,30
12081,6,0,032021,720,135,342.0,4858,1233,93,30
12082,6,1,032021,366,84,180.0,2395,708,93,30
12083,6,2,032021,346,50,157.0,2391,509,93,30
12084,13,0,032021,1366,275,598.0,15983,2894,93,30
12085,13,1,032021,727,195,316.0,8127,1709,93,30
12086,13,2,032021,627,75,280.0,7746,1167,93,30
12087,83,0,032021,485,68,269.0,4439,1085,93,30
12088,83,1,032021,262,48,155.0,2212,630,93,30
12089,83,2,032021,218,19,111.0,2169,442,93,30
12090,84,0,032021,241,14,146.0,2899,711,93,30
12091,84,1,032021,119,8,73.0,1428,409,93,30
12092,84,2,032021,121,6,73.0,1432,289,93,30
12093,4,0,032021,141,7,50.0,864,207,93,23
12094,4,1,032021,66,3,25.0,405,128,93,23
12095,4,2,032021,74,4,24.0,432,73,93,23
12096,5,0,032021,136,9,46.0,915,223,93,23
12097,5,1,032021,72,6,23.0,447,138,93,23
12098,5,2,032021,63,3,22.0,462,84,93,23
12099,6,0,032021,712,130,335.0,4883,1238,93,23
12100,6,1,032021,356,77,175.0,2407,712,93,23
12101,6,2,032021,346,51,154.0,2404,510,93,23
12102,13,0,032021,1352,279,580.0,16036,2901,93,23
12103,13,1,032021,716,196,303.0,8152,1714,93,23
12104,13,2,032021,625,78,276.0,7774,1169,93,23
12105,83,0,032021,504,66,282.0,4451,1089,93,23
12106,83,1,032021,269,45,162.0,2220,632,93,23
12107,83,2,032021,230,20,117.0,2173,444,93,23
12108,84,0,032021,234,14,139.0,2908,713,93,23
12109,84,1,032021,118,8,72.0,1431,411,93,23
12110,84,2,032021,114,6,67.0,1438,289,93,23
